Num episodes,Cumulative rewards
1030,"[-16.125079753764055, -749.1225467356112, -148.81863929595542, 55.08832570480344, -432.8942173883611, -336.2070246923649, -124.87228112360009, 62.51344824433934, -220.90902327531245, -874.4742670698563]"
1040,"[-401.8774361965603, -149.7247989707171, -148.95765708196757, -189.94566344794976, -297.92344708492544, -134.5397405326217, -119.42396931774724, -430.75802011856996, -272.99586487396266, -266.9037859227387]"
1050,"[-266.09910125570343, -147.92261381848712, -108.54827989308801, -555.6329835056983, -105.25867746132957, -147.12800345540703, -365.18670055165114, -514.9685031509371, -214.89284106004413, -122.39319674873943]"
1060,"[-142.55113369234166, -226.1761419988757, -125.65889368539575, -283.58636947175944, -158.20031094602683, -159.3370119412238, -354.54985004400726, -515.1474517415483, -180.3383370101122, -169.47573873400654]"
1070,"[-518.4377164224248, -135.57774381259213, -113.12770631129419, -241.83469754496167, -105.05905629838574, -261.1892969351052, -358.66865032894276, -308.21000057905405, -128.29380139633128, -402.96074394639436]"
1080,"[-120.27784885721809, -265.51859072273913, -139.00089619365562, -272.0893552058751, -435.65028727654976, -123.21381718893826, -171.55983557271185, -247.51223766269038, -175.92541207194125, -282.4822454784802]"
1090,"[-323.3547743270723, -551.3127987766666, -517.9594885803526, -227.64103440607147, -447.1841718197739, -378.13913644428465, -129.98543663715276, -254.7446379271536, -564.3970582799756, -328.222411613608]"
1100,"[-161.6263352314218, -101.3158393650775, -131.51406992253828, -112.5320429079583, -627.0767844305051, -199.39719760504627, -436.1394261246652, -301.6843846523901, -114.81216504495939, -553.0200717977501]"
1110,"[-353.3869877240757, -499.68351762580346, -183.20980792272735, -464.4542001818653, -330.7938412393202, -141.04552680416623, -136.71130274749888, -139.26080119269037, -259.82682903608384, -114.55400431127504]"
1120,"[-327.08409147096495, -280.5534877688974, -510.1744006370294, -433.10095186884917, -221.794086061764, -101.43898905385225, -125.88497512206993, -321.3901998232007, -111.7672847710032, -133.15748989438944]"
1130,"[-226.49738981374128, -249.8017925681059, -695.6931568075296, -162.67636045413929, -162.13422148637903, -260.05538241471345, -264.5661717380646, -446.06702120856505, -509.25176399182567, -152.87522780444428]"
1140,"[-281.9183327718446, -415.2537844974481, -147.61044744546848, -157.25369167264225, -325.0065135607108, -135.0986225183556, -399.239218342055, -396.1531448860417, -164.87140371860755, -308.2196393931584]"
1150,"[-345.94212720186897, -133.67511737960677, -301.16093711407586, -1.907093763519896, -285.38759707721766, -224.48689709181815, -141.19366326365747, -140.38118073657262, -513.8986487379008, -467.93358933818047]"
1160,"[-147.09128628477708, -327.3937103524231, -441.1126761004553, -340.64874755897733, -117.34678396485421, -160.49692516879867, -363.4138624167427, -113.66270253537516, -345.3688983561016, -161.50012949858524]"
1170,"[-148.03757768956447, -200.16850201878353, -310.01007413959854, -315.22377903588716, -284.55479796668783, -144.63619713136066, -393.4992692127016, -148.04273797949952, -149.4724443726911, -163.1793892625824]"
1180,"[-114.33087613021536, -138.5875671556725, -594.0376268790704, -176.6904974575843, -1117.8049195916478, -219.4060831349485, -106.59708711744102, -86.1193983089488, -151.102866853459, -336.3928603842816]"
1190,"[-168.7281455094277, -295.38048179140594, -28.832912272680872, -142.8888740318169, -317.42784116641883, -306.81155341112895, -246.81340827373396, -103.20555453617078, -209.43044527786924, -119.8091660202787]"
